X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-76.1025,5.24,train,0.008898479967880842,35.73296258586998,0.4596104105409525
-76.1713,6.0298,train,0.006342718627850701,22.433485424627214,0.37742690221138375
-76.0472,5.7699,train,0.017585387547072517,72.19731389606203,0.6269786161790658
-76.0911,6.4317,train,0.02497990660802143,90.80017322958051,0.7048039879646721
-75.9014,5.515,train,0.01632059620571867,68.77183760191399,0.609363203633153
-76.0261,5.6428,train,0.012491720943154165,51.64517883778184,0.5442029205950074
-76.0346,6.514,train,0.02174510699936456,85.96681765670162,0.6751556583206038
-76.95,2.5333,train,0.012335748405681086,50.39608698814136,0.5410846101159469
-76.1438,4.9921,train,0.011332079191859148,47.95925453458099,0.5199508900629394
-76.2301,5.1383,train,0.007432925973377448,28.65937749278866,0.4153548104158451
-75.7966,5.5402,train,0.020189864041951833,81.72388040565511,0.6586736382885555
-76.1772,5.82,train,0.0027435984850140453,6.118809623559949,0.20775334496436074
-76.0797,5.122,train,0.030902492348330854,96.87649979162533,0.7470698307849288
